starting_year,rank,team,home_total_games,home_total_attendance,home_avg_attendance,home_capactiy,away_total_games,away_total_attendance,away_avg_attendance,away_capactiy
2000,5,76ers,41,805692,19651,,41,18582,,82
2000,6,Raptors,41,793256,19347,,41,17611,,82
2000,7,Jazz,41,792196,19321,,41,16989,,82
2000,8,Lakers,41,776336,18935,,41,19628,,82
2000,9,Suns,41,737586,17989,,41,17157,,82
2000,10,Pacers,41,733444,17888,,41,16508,,82
2000,11,Timberwolves,41,717371,17496,,41,16787,,82
2000,12,Kings,41,709997,17317,,41,18438,,82
2000,13,Bucks,41,683125,16661,,41,16584,,82
2000,14,Mavericks,41,680138,16588,,41,15761,,82
2000,15,Heat,41,677186,16516,,41,17046,,82
2000,16,Cavaliers,41,650775,15872,,41,16064,,82
2000,17,Thunder,41,640847,15630,,41,16497,,82
2000,18,Wizards,41,638653,15576,,41,15872,,82
2000,19,Celtics,41,629201,15346,,41,16436,,82
2000,20,Nuggets,41,619300,15104,,41,16403,,82
2000,21,Pelicans,41,615424,15010,,41,16500,,82
2000,22,Pistons,41,607323,14812,,41,16397,,82
2000,23,Magic,41,605031,14756,,41,16810,,82
2000,24,Clippers,41,599448,14620,,41,15823,,82
2000,25,Warriors,41,591981,14438,,41,16058,,82
2000,26,Nets,41,566077,13806,,41,16085,,82
2000,27,Grizzlies,41,563218,13737,,41,15822,,82
2000,28,Hawks,41,560324,13666,,41,16403,,82
2000,29,Rockets,41,518555,12647,,41,16714,,82
